Latitude (decimal degrees):	41.662
Longitude (decimal degrees):	-83.612
Elevation (m):	181
Radiation database:	PVGIS-ERA5


Slope: 45 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int
20200808:0930,0.0,0.0,15.66,1.52,0.0
20200808:1030,0.0,-1.74,15.32,1.45,0.0
20200808:1130,31.84,8.86,14.81,1.52,0.0
20200808:1230,183.47,19.91,16.79,0.83,0.0
20200808:1330,416.4,31.1,20.45,0.69,0.0
20200808:1430,639.24,42.07,22.84,1.17,0.0
20200808:1530,819.26,52.22,24.41,1.72,0.0
20200808:1630,940.65,60.41,25.37,1.52,0.0
20200808:1730,987.84,64.44,26.08,1.17,0.0
20200808:1830,905.98,62.36,26.66,1.03,0.0
20200808:1930,855.97,55.27,27.03,1.72,0.0
20200808:2030,690.1,45.59,27.43,1.79,0.0
20200808:2130,482.57,34.82,27.62,2.07,0.0
20200808:2230,250.97,23.65,27.56,2.14,0.0
20200808:2330,47.96,12.52,27.21,2.14,0.0
20200809:0030,7.65,1.51,26.12,2.07,0.0
20200809:0130,0.0,0.0,24.39,2.62,0.0
20200809:0230,0.0,0.0,23.22,2.69,0.0
20200809:0330,0.0,0.0,22.43,2.62,0.0
20200809:0430,0.0,0.0,21.77,2.55,0.0
20200809:0530,0.0,0.0,21.27,2.83,0.0
20200809:0630,0.0,0.0,20.95,2.9,0.0
20200809:0730,0.0,0.0,20.58,3.1,0.0
20200809:0830,0.0,0.0,20.31,2.83,0.0
20200809:0930,0.0,0.0,20.01,2.69,0.0
20200809:1030,0.0,-1.92,19.76,2.55,0.0
20200809:1130,28.82,8.7,19.58,2.34,0.0
20200809:1230,174.77,19.76,20.71,2.07,0.0
20200809:1330,395.48,30.95,22.93,2.48,0.0
20200809:1430,607.73,41.9,25.03,2.69,0.0
20200809:1530,749.5,52.03,26.84,2.34,0.0
20200809:1630,833.56,60.17,28.17,1.72,0.0
20200809:1730,797.62,64.16,29.23,1.59,0.0
20200809:1830,810.59,62.08,30.03,2.48,0.0
20200809:1930,804.49,55.02,30.49,3.45,0.0
20200809:2030,623.96,45.37,30.81,3.72,0.0
20200809:2130,403.57,34.61,30.9,3.59,0.0
20200809:2230,228.63,23.45,30.66,3.52,0.0
20200809:2330,48.72,12.31,30.47,3.38,0.0
20200810:0030,7.12,1.29,29.44,2.69,0.0
20200810:0130,0.0,0.0,27.72,2.97,0.0
20200810:0230,0.0,0.0,26.56,3.31,0.0
20200810:0330,0.0,0.0,25.71,3.59,0.0
20200810:0430,0.0,0.0,25.03,3.66,0.0
20200810:0530,0.0,0.0,24.4,3.45,0.0
20200810:0630,0.0,0.0,23.72,3.31,0.0
20200810:0730,0.0,0.0,23.2,2.83,0.0
20200810:0830,0.0,0.0,22.71,2.9,0.0
20200810:0930,0.0,0.0,22.25,2.9,0.0
20200810:1030,0.0,-2.1,21.79,2.62,0.0
20200810:1130,28.94,8.53,21.36,2.48,0.0
20200810:1230,173.36,19.6,22.37,2.48,0.0
20200810:1330,397.42,30.79,24.37,3.17,0.0
20200810:1430,614.45,41.73,26.39,3.45,0.0
20200810:1530,783.63,51.83,28.11,3.38,0.0
20200810:1630,902.54,59.93,29.45,3.45,0.0
20200810:1730,943.13,63.87,30.66,3.79,0.0
20200810:1830,816.57,61.79,31.64,4.07,0.0
20200810:1930,719.98,54.77,31.11,4.28,0.0
20200810:2030,580.37,45.15,31.35,4.34,0.0
20200810:2130,388.68,34.4,31.41,4.83,0.0
20200810:2230,188.23,23.24,30.51,5.72,0.0
20200810:2330,50.89,12.1,29.36,5.31,0.0
20200811:0030,7.93,1.06,28.24,5.03,0.0
20200811:0130,0.0,0.0,27.14,4.69,0.0
20200811:0230,0.0,0.0,26.45,4.21,0.0
20200811:0330,0.0,0.0,25.9,4.07,0.0
20200811:0430,0.0,0.0,25.5,4.34,0.0
20200811:0530,0.0,0.0,25.18,3.79,0.0
20200811:0630,0.0,0.0,24.65,2.9,0.0
20200811:0730,0.0,0.0,23.75,6.48,0.0
20200811:0830,0.0,0.0,23.2,5.24,0.0
20200811:0930,0.0,0.0,22.66,4.62,0.0
20200811:1030,0.0,-2.28,22.21,4.07,0.0
20200811:1130,29.51,8.37,21.92,3.52,0.0
20200811:1230,150.05,19.44,22.47,3.59,0.0
20200811:1330,320.12,30.63,23.62,4.28,0.0
20200811:1430,499.39,41.56,24.74,3.79,0.0
20200811:1530,667.43,51.63,26.02,3.59,0.0
20200811:1630,713.85,59.68,27.23,3.59,0.0
20200811:1730,768.8,63.58,28.06,3.66,0.0
20200811:1830,767.94,61.51,28.72,3.79,0.0
20200811:1930,673.35,54.51,29.33,3.52,0.0
20200811:2030,534.43,44.92,29.63,3.66,0.0
20200811:2130,381.69,34.18,29.58,3.72,0.0
20200811:2230,198.73,23.03,29.21,3.72,0.0
20200811:2330,64.62,11.88,28.63,3.59,0.0
20200812:0030,8.17,0.83,27.46,2.83,0.0
20200812:0130,0.0,0.0,26.07,2.48,0.0
20200812:0230,0.0,0.0,24.95,2.34,0.0
20200812:0330,0.0,0.0,23.79,2.41,0.0
20200812:0430,0.0,0.0,22.82,2.55,0.0
20200812:0530,0.0,0.0,22.03,2.55,0.0
20200812:0630,0.0,0.0,21.23,2.41,0.0
20200812:0730,0.0,0.0,20.78,2.48,0.0
20200812:0830,0.0,0.0,20.31,2.21,0.0
20200812:0930,0.0,0.0,20.03,2.07,0.0
20200812:1030,0.0,-2.46,19.76,2.07,0.0
20200812:1130,45.12,8.2,19.63,2.21,0.0
20200812:1230,160.92,19.29,20.69,1.86,0.0
20200812:1330,330.61,30.47,23.07,2.0,0.0
20200812:1430,484.36,41.39,24.85,2.55,0.0
20200812:1530,682.15,51.43,26.1,3.1,0.0
20200812:1630,683.39,59.43,27.09,3.17,0.0
20200812:1730,756.35,63.29,27.5,3.24,0.0
20200812:1830,772.22,61.21,27.85,3.17,0.0
20200812:1930,601.86,54.25,27.94,3.38,0.0
20200812:2030,558.25,44.68,27.87,3.1,0.0
20200812:2130,408.49,33.96,27.88,2.97,0.0
20200812:2230,243.24,22.81,27.64,3.17,0.0
20200812:2330,52.25,11.66,26.99,3.38,0.0
20200813:0030,6.84,0.59,25.67,2.69,0.0
20200813:0130,0.0,0.0,23.89,2.48,0.0
20200813:0230,0.0,0.0,22.69,2.21,0.0
20200813:0330,0.0,0.0,21.62,1.93,0.0
20200813:0430,0.0,0.0,20.21,1.72,0.0
20200813:0530,0.0,0.0,19.5,1.52,0.0
20200813:0630,0.0,0.0,19.45,1.38,0.0
20200813:0730,0.0,0.0,17.97,1.79,0.0
20200813:0830,0.0,0.0,18.58,1.38,0.0
20200813:0930,0.0,0.0,18.0,1.45,0.0
20200813:1030,0.0,-2.64,16.74,2.0,0.0
20200813:1130,27.98,8.04,17.05,2.48,0.0
20200813:1230,183.33,19.13,19.21,2.14,0.0
20200813:1330,412.38,30.31,22.59,2.62,0.0
20200813:1430,629.59,41.21,24.78,3.45,0.0
20200813:1530,799.32,51.23,26.36,4.21,0.0
20200813:1630,900.73,59.18,27.52,4.69,0.0
20200813:1730,939.88,62.99,28.25,4.83,0.0
20200813:1830,903.77,60.91,28.68,4.97,0.0
20200813:1930,858.02,53.98,28.69,4.62,0.0
20200813:2030,692.03,44.44,28.82,4.76,0.0
20200813:2130,480.81,33.73,28.5,4.9,0.0
20200813:2230,250.06,22.58,27.9,4.62,0.0
20200813:2330,43.92,11.43,27.07,4.14,0.0
20200814:0030,5.51,0.35,25.81,3.17,0.0
20200814:0130,0.0,0.0,24.28,3.03,0.0
20200814:0230,0.0,0.0,23.41,3.1,0.0
20200814:0330,0.0,0.0,22.96,3.17,0.0
20200814:0430,0.0,0.0,22.65,3.38,0.0
20200814:0530,0.0,0.0,22.42,3.59,0.0
20200814:0630,0.0,0.0,22.35,3.72,0.0
20200814:0730,0.0,0.0,22.38,4.0,0.0
20200814:0830,0.0,0.0,22.2,4.14,0.0
20200814:0930,0.0,0.0,22.01,4.0,0.0
20200814:1030,0.0,-2.82,21.89,3.66,0.0
20200814:1130,29.3,7.87,21.69,3.38,0.0
20200814:1230,171.31,18.97,22.38,3.24,0.0
20200814:1330,362.04,30.15,23.93,3.79,0.0
20200814:1430,559.67,41.04,25.33,3.72,0.0
20200814:1530,712.48,51.02,26.72,4.07,0.0
20200814:1630,799.72,58.93,27.96,4.21,0.0
20200814:1730,744.42,62.69,28.87,4.48,0.0
20200814:1830,739.99,60.61,29.3,5.03,0.0
20200814:1930,589.04,53.71,28.86,5.31,0.0
20200814:2030,397.33,44.19,27.45,4.97,0.0
20200814:2130,160.22,33.49,26.89,4.48,0.0
20200814:2230,74.18,22.36,25.63,3.45,0.0
20200814:2330,33.16,11.2,24.52,2.55,0.0
20200815:0030,4.27,0.1,23.92,3.17,0.0
20200815:0130,0.0,0.0,23.2,3.59,0.0
20200815:0230,0.0,0.0,22.65,3.72,0.0
20200815:0330,0.0,0.0,22.3,3.93,0.0
20200815:0430,0.0,0.0,22.03,3.93,0.0
20200815:0530,0.0,0.0,21.82,3.52,0.0
20200815:0630,0.0,0.0,21.53,2.97,0.0
20200815:0730,0.0,0.0,20.99,2.48,0.0
20200815:0830,0.0,0.0,20.8,2.14,0.0
20200815:0930,0.0,0.0,20.48,2.0,0.0
20200815:1030,0.0,-3.0,20.16,2.14,0.0
20200815:1130,29.79,7.7,19.9,2.28,0.0
20200815:1230,174.81,18.81,20.58,2.0,0.0
20200815:1330,397.31,29.99,22.08,2.07,0.0
20200815:1430,615.37,40.86,23.74,2.14,0.0
20200815:1530,785.23,50.81,25.6,2.34,0.0
20200815:1630,918.08,58.67,27.27,2.28,0.0
20200815:1730,951.92,62.39,28.71,2.34,0.0
20200815:1830,924.32,60.31,29.65,2.41,0.0
20200815:1930,825.24,53.43,29.22,2.28,0.0
20200815:2030,668.87,43.94,29.7,1.79,0.0
20200815:2130,462.11,33.26,29.84,2.21,0.0
20200815:2230,192.51,22.12,28.69,2.97,0.0
20200815:2330,46.8,10.96,28.03,2.69,0.0
20200816:0030,0.0,-0.15,27.17,1.93,0.0
20200816:0130,0.0,0.0,25.85,2.28,0.0
20200816:0230,0.0,0.0,24.69,2.62,0.0
20200816:0330,0.0,0.0,23.8,2.83,0.0
20200816:0430,0.0,0.0,23.07,3.17,0.0
20200816:0530,0.0,0.0,22.47,3.31,0.0
20200816:0630,0.0,0.0,22.01,3.31,0.0
20200816:0730,0.0,0.0,21.4,3.79,0.0
20200816:0830,0.0,0.0,20.95,3.72,0.0
20200816:0930,0.0,0.0,20.57,3.66,0.0
20200816:1030,0.0,-3.18,20.32,3.31,0.0
20200816:1130,25.48,7.54,19.88,3.17,0.0
20200816:1230,94.33,18.65,20.16,2.76,0.0
20200816:1330,150.61,29.82,20.55,2.48,0.0
20200816:1430,152.72,40.68,21.02,1.52,0.0
20200816:1530,438.54,50.6,21.42,0.69,0.0
20200816:1630,722.58,58.4,23.18,2.07,0.0
20200816:1730,608.96,62.08,24.78,3.24,0.0
20200816:1830,778.75,59.99,25.42,3.86,0.0
20200816:1930,713.82,53.15,26.14,4.21,0.0
20200816:2030,627.48,43.68,26.69,4.14,0.0
20200816:2130,419.99,33.01,26.94,4.28,0.0
20200816:2230,246.03,21.88,26.74,4.07,0.0
20200816:2330,41.67,10.72,26.27,3.1,0.0
20200817:0030,0.0,-0.4,24.96,2.41,0.0
20200817:0130,0.0,0.0,23.55,2.41,0.0
20200817:0230,0.0,0.0,22.44,2.28,0.0
20200817:0330,0.0,0.0,21.35,1.79,0.0
20200817:0430,0.0,0.0,21.04,0.97,0.0
20200817:0530,0.0,0.0,21.09,0.55,0.0
20200817:0630,0.0,0.0,18.57,1.38,0.0
20200817:0730,0.0,0.0,17.97,1.45,0.0
20200817:0830,0.0,0.0,17.29,2.0,0.0
20200817:0930,0.0,0.0,17.24,2.21,0.0
20200817:1030,0.0,-3.37,17.37,2.34,0.0
20200817:1130,24.23,7.37,17.47,2.48,0.0
20200817:1230,151.86,18.48,18.52,2.28,0.0
20200817:1330,348.31,29.66,20.15,2.14,0.0
20200817:1430,475.81,40.5,21.82,2.14,0.0
20200817:1530,719.42,50.38,23.28,2.76,0.0
20200817:1630,903.09,58.14,24.79,3.93,0.0
20200817:1730,833.35,61.76,25.96,4.41,0.0
20200817:1830,718.54,59.68,26.41,4.55,0.0
20200817:1930,733.81,52.86,26.65,4.21,0.0
20200817:2030,516.18,43.42,26.81,4.55,0.0
20200817:2130,365.78,32.77,26.23,4.55,0.0
20200817:2230,188.32,21.64,26.37,4.21,0.0
20200817:2330,38.14,10.48,25.9,3.03,0.0
20200818:0030,0.0,-0.66,24.79,2.62,0.0
20200818:0130,0.0,0.0,23.12,2.76,0.0
20200818:0230,0.0,0.0,21.87,2.97,0.0
20200818:0330,0.0,0.0,21.08,3.31,0.0
20200818:0430,0.0,0.0,20.54,3.52,0.0
20200818:0530,0.0,0.0,20.0,3.52,0.0
20200818:0630,0.0,0.0,19.49,3.38,0.0
20200818:0730,0.0,0.0,19.23,3.24,0.0
20200818:0830,0.0,0.0,18.7,3.31,0.0
20200818:0930,0.0,0.0,18.23,3.31,0.0
20200818:1030,0.0,-3.55,17.75,3.17,0.0
20200818:1130,23.91,7.2,17.32,3.1,0.0
20200818:1230,175.76,18.32,17.88,2.9,0.0
20200818:1330,402.76,29.49,19.02,3.31,0.0
20200818:1430,631.1,40.31,20.36,3.52,0.0
20200818:1530,783.46,50.17,21.57,3.59,0.0
20200818:1630,898.73,57.87,22.49,3.66,0.0
20200818:1730,962.29,61.45,23.27,3.66,0.0
20200818:1830,940.57,59.36,23.9,3.59,0.0
20200818:1930,753.89,52.57,24.44,4.0,0.0
20200818:2030,682.47,43.15,24.41,4.0,0.0
20200818:2130,488.4,32.51,24.43,4.0,0.0
20200818:2230,251.34,21.39,24.22,3.72,0.0
20200818:2330,41.06,10.23,23.77,3.17,0.0
20200819:0030,0.0,-0.92,22.59,2.0,0.0
20200819:0130,0.0,0.0,21.34,1.86,0.0
20200819:0230,0.0,0.0,20.01,1.93,0.0
20200819:0330,0.0,0.0,19.04,2.48,0.0
20200819:0430,0.0,0.0,18.4,2.97,0.0
20200819:0530,0.0,0.0,17.91,3.1,0.0
20200819:0630,0.0,0.0,17.52,3.03,0.0
20200819:0730,0.0,0.0,17.39,2.76,0.0
20200819:0830,0.0,0.0,17.09,2.69,0.0
20200819:0930,0.0,0.0,16.85,2.55,0.0
20200819:1030,0.0,-3.74,16.48,2.41,0.0
20200819:1130,24.43,7.03,16.21,2.41,0.0
20200819:1230,185.59,18.16,16.9,2.14,0.0
20200819:1330,412.75,29.32,18.8,2.76,0.0
20200819:1430,589.69,40.13,19.9,2.97,0.0
20200819:1530,801.56,49.95,20.75,2.83,0.0
20200819:1630,693.96,57.6,21.73,2.69,0.0
20200819:1730,788.58,61.13,22.25,2.76,0.0
20200819:1830,803.21,59.03,22.83,2.76,0.0
20200819:1930,629.98,52.27,23.53,2.55,0.0
20200819:2030,496.59,42.88,23.55,2.28,0.0
20200819:2130,310.93,32.26,23.39,2.28,0.0
20200819:2230,225.05,21.14,22.98,2.28,0.0
20200819:2330,41.53,9.97,22.69,2.21,0.0
20200820:0030,0.0,-1.19,21.66,2.41,0.0
20200820:0130,0.0,0.0,20.07,2.76,0.0
20200820:0230,0.0,0.0,19.15,2.76,0.0
20200820:0330,0.0,0.0,18.4,2.76,0.0
20200820:0430,0.0,0.0,17.74,2.62,0.0
20200820:0530,0.0,0.0,17.09,2.34,0.0
20200820:0630,0.0,0.0,16.48,2.21,0.0
20200820:0730,0.0,0.0,16.09,2.07,0.0
20200820:0830,0.0,0.0,15.47,1.86,0.0
20200820:0930,0.0,0.0,14.72,1.72,0.0
20200820:1030,0.0,-3.92,14.14,1.72,0.0
20200820:1130,23.55,6.86,13.74,1.79,0.0
20200820:1230,187.23,17.99,14.8,1.38,0.0
20200820:1330,423.69,29.15,18.01,1.38,0.0
20200820:1430,650.56,39.94,20.54,1.79,0.0
20200820:1530,833.54,49.73,22.47,2.07,0.0
20200820:1630,953.91,57.32,23.65,1.86,0.0
20200820:1730,1000.56,60.8,24.58,1.72,0.0
20200820:1830,968.62,58.71,25.38,1.66,0.0
20200820:1930,864.12,51.97,25.94,1.93,0.0
20200820:2030,695.53,42.6,26.39,2.07,0.0
20200820:2130,479.14,32.0,26.58,1.93,0.0
20200820:2230,242.47,20.89,26.51,1.86,0.0
20200820:2330,38.16,9.71,26.11,1.79,0.0
20200821:0030,0.0,-1.46,25.07,1.66,0.0
20200821:0130,0.0,0.0,23.27,2.21,0.0
20200821:0230,0.0,0.0,21.72,2.62,0.0
20200821:0330,0.0,0.0,20.77,2.76,0.0
20200821:0430,0.0,0.0,20.04,2.69,0.0
20200821:0530,0.0,0.0,19.36,2.55,0.0
20200821:0630,0.0,0.0,18.75,2.55,0.0
20200821:0730,0.0,0.0,18.03,2.34,0.0
20200821:0830,0.0,0.0,17.54,2.34,0.0
20200821:0930,0.0,0.0,17.12,2.34,0.0
20200821:1030,0.0,-4.11,16.8,2.34,0.0
20200821:1130,22.18,6.68,16.52,2.21,0.0
20200821:1230,186.1,17.83,17.35,1.72,0.0
20200821:1330,422.35,28.98,20.33,1.59,0.0
20200821:1430,645.63,39.75,23.25,1.66,0.0
20200821:1530,825.96,49.5,25.59,1.45,0.0
20200821:1630,944.64,57.05,26.93,0.83,0.0
20200821:1730,990.71,60.48,27.83,0.14,0.0
20200821:1830,963.02,58.37,28.55,0.62,0.0
20200821:1930,851.58,51.66,29.09,0.55,0.0
20200821:2030,689.26,42.32,29.42,0.41,0.0
20200821:2130,473.67,31.73,29.55,0.62,0.0
20200821:2230,233.33,20.63,29.45,0.97,0.0
20200821:2330,37.88,9.45,29.08,1.24,0.0
20200822:0030,0.0,-1.74,27.88,1.52,0.0
20200822:0130,0.0,0.0,25.88,2.07,0.0
20200822:0230,0.0,0.0,24.21,2.34,0.0
20200822:0330,0.0,0.0,23.1,2.55,0.0
20200822:0430,0.0,0.0,22.33,2.48,0.0
20200822:0530,0.0,0.0,21.69,2.41,0.0
20200822:0630,0.0,0.0,21.08,2.34,0.0
20200822:0730,0.0,0.0,20.7,1.86,0.0
20200822:0830,0.0,0.0,19.97,1.72,0.0
20200822:0930,0.0,0.0,19.3,1.72,0.0
20200822:1030,0.0,-4.3,18.91,1.86,0.0
20200822:1130,21.45,6.51,18.57,1.72,0.0
20200822:1230,183.91,17.66,19.51,0.83,0.0
20200822:1330,414.97,28.81,22.95,0.41,0.0
20200822:1430,641.63,39.56,25.65,0.41,0.0
20200822:1530,820.32,49.28,27.47,0.62,0.0
20200822:1630,938.2,56.77,28.65,0.76,0.0
20200822:1730,992.88,60.15,29.51,0.83,0.0
20200822:1830,925.47,58.04,30.23,1.03,0.0
20200822:1930,788.87,51.35,30.38,1.1,0.0
20200822:2030,625.45,42.04,30.67,1.31,0.0
20200822:2130,461.16,31.46,30.66,1.45,0.0
20200822:2230,234.89,20.36,30.48,1.66,0.0
20200822:2330,36.16,9.19,30.05,1.72,0.0
20200823:0030,0.0,-2.01,28.6,2.07,0.0
20200823:0130,0.0,0.0,26.56,2.62,0.0
20200823:0230,0.0,0.0,25.32,2.55,0.0
20200823:0330,0.0,0.0,24.41,2.55,0.0
20200823:0430,0.0,0.0,23.59,2.34,0.0
20200823:0530,0.0,0.0,22.85,2.28,0.0
20200823:0630,0.0,0.0,22.21,2.34,0.0
20200823:0730,0.0,0.0,21.48,2.21,0.0
20200823:0830,0.0,0.0,20.97,2.28,0.0
20200823:0930,0.0,0.0,20.59,2.48,0.0
20200823:1030,0.0,-4.48,20.45,2.48,0.0
20200823:1130,20.41,6.34,20.2,2.41,0.0
20200823:1230,176.84,17.49,20.9,2.07,0.0
20200823:1330,394.68,28.64,23.04,2.21,0.0
20200823:1430,610.48,39.37,25.33,2.28,0.0
20200823:1530,812.13,49.05,27.43,2.41,0.0
20200823:1630,877.03,56.48,28.89,2.55,0.0
20200823:1730,944.92,59.82,29.82,2.48,0.0
20200823:1830,840.91,57.7,30.52,2.14,0.0
20200823:1930,716.16,51.03,30.92,2.21,0.0
20200823:2030,594.5,41.75,31.08,2.34,0.0
20200823:2130,418.42,31.19,31.06,2.41,0.0
20200823:2230,222.62,20.1,30.59,2.48,0.0
20200823:2330,33.5,8.92,30.13,2.62,0.0
20200824:0030,0.0,-2.3,29.22,1.72,0.0
20200824:0130,0.0,0.0,27.73,1.79,0.0
20200824:0230,0.0,0.0,26.39,2.48,0.0
20200824:0330,0.0,0.0,25.31,2.97,0.0
20200824:0430,0.0,0.0,24.63,3.1,0.0
20200824:0530,0.0,0.0,24.1,3.1,0.0
20200824:0630,0.0,0.0,23.79,3.03,0.0
20200824:0730,0.0,0.0,22.91,2.62,0.0
20200824:0830,0.0,0.0,22.52,2.76,0.0
20200824:0930,0.0,0.0,22.26,3.03,0.0
20200824:1030,0.0,-4.67,22.04,3.17,0.0
20200824:1130,19.64,6.17,21.91,3.24,0.0
20200824:1230,178.92,17.32,22.65,3.1,0.0
20200824:1330,400.62,28.46,24.31,3.72,0.0
20200824:1430,626.53,39.18,26.09,3.66,0.0
20200824:1530,795.78,48.81,27.87,3.86,0.0
20200824:1630,845.14,56.19,29.39,4.21,0.0
20200824:1730,945.29,59.48,30.32,4.55,0.0
20200824:1830,756.5,57.35,31.21,4.55,0.0
20200824:1930,716.14,50.71,31.63,4.76,0.0
20200824:2030,601.71,41.45,32.03,4.69,0.0
20200824:2130,443.45,30.91,32.23,4.41,0.0
20200824:2230,221.84,19.82,32.03,4.76,0.0
20200824:2330,30.04,8.64,31.27,4.83,0.0
20200825:0030,0.0,-2.58,29.46,3.31,0.0
20200825:0130,0.0,0.0,28.08,1.93,0.0
20200825:0230,0.0,0.0,26.86,2.21,0.0
20200825:0330,0.0,0.0,25.93,2.48,0.0
20200825:0430,0.0,0.0,25.24,2.69,0.0
20200825:0530,0.0,0.0,24.73,2.9,0.0
20200825:0630,0.0,0.0,24.25,3.03,0.0
20200825:0730,0.0,0.0,24.31,3.66,0.0
20200825:0830,0.0,0.0,23.89,3.59,0.0
20200825:0930,0.0,0.0,23.51,3.45,0.0
20200825:1030,0.0,0.0,23.21,3.31,0.0
20200825:1130,19.88,5.99,22.94,3.03,0.0
20200825:1230,174.71,17.15,23.59,2.62,0.0
20200825:1330,391.03,28.29,25.32,2.9,0.0
20200825:1430,574.18,38.98,26.78,2.76,0.0
20200825:1530,773.5,48.58,28.11,3.1,0.0
20200825:1630,792.14,55.91,29.11,3.31,0.0
20200825:1730,874.56,59.14,29.78,2.9,0.0
20200825:1830,957.39,57.01,29.95,3.31,0.0
20200825:1930,850.28,50.39,31.06,4.62,0.0
20200825:2030,670.25,41.16,31.14,4.21,0.0
20200825:2130,392.46,30.63,31.06,3.86,0.0
20200825:2230,139.5,19.55,30.53,3.45,0.0
20200825:2330,33.23,8.37,29.68,2.69,0.0
20200826:0030,0.0,-2.87,28.62,1.24,0.0
20200826:0130,0.0,0.0,27.65,0.34,0.0
20200826:0230,0.0,0.0,25.45,1.52,0.0
20200826:0330,0.0,0.0,24.57,2.07,0.0
20200826:0430,0.0,0.0,23.97,2.21,0.0
20200826:0530,0.0,0.0,23.41,2.0,0.0
20200826:0630,0.0,0.0,22.57,1.59,0.0
20200826:0730,0.0,0.0,21.34,1.59,0.0
20200826:0830,0.0,0.0,21.68,1.79,0.0
20200826:0930,0.0,0.0,21.63,1.72,0.0
20200826:1030,0.0,0.0,21.39,1.93,0.0
20200826:1130,21.41,5.82,20.97,1.52,0.0
20200826:1230,141.52,16.98,21.2,1.45,0.0
20200826:1330,224.34,28.11,21.95,1.17,0.0
20200826:1430,513.71,38.78,22.73,2.28,0.0
20200826:1530,755.87,48.34,25.64,2.62,0.0
20200826:1630,836.75,55.61,28.35,3.1,0.0
20200826:1730,860.7,58.8,30.55,4.07,0.0
20200826:1830,786.66,56.66,32.15,5.17,0.0
20200826:1930,693.59,50.06,31.37,3.45,0.0
20200826:2030,585.4,40.85,32.01,4.14,0.0
20200826:2130,395.98,30.34,32.32,4.76,0.0
20200826:2230,204.15,19.27,32.44,5.1,0.0
20200826:2330,30.17,8.08,32.22,4.55,0.0
20200827:0030,0.0,-3.16,30.96,3.66,0.0
20200827:0130,0.0,0.0,29.46,3.52,0.0
20200827:0230,0.0,0.0,28.32,3.59,0.0
20200827:0330,0.0,0.0,27.46,3.79,0.0
20200827:0430,0.0,0.0,26.9,4.21,0.0
20200827:0530,0.0,0.0,26.54,4.55,0.0
20200827:0630,0.0,0.0,26.31,4.9,0.0
20200827:0730,0.0,0.0,25.44,5.24,0.0
20200827:0830,0.0,0.0,25.09,5.1,0.0
20200827:0930,0.0,0.0,24.78,5.24,0.0
20200827:1030,0.0,0.0,24.51,5.24,0.0
20200827:1130,19.32,5.64,24.28,5.03,0.0
20200827:1230,177.64,16.81,24.69,4.41,0.0
20200827:1330,389.51,27.93,25.97,5.52,0.0
20200827:1430,612.16,38.58,27.5,6.0,0.0
20200827:1530,753.13,48.1,29.2,5.93,0.0
20200827:1630,839.54,55.32,30.68,6.0,0.0
20200827:1730,835.82,58.45,31.7,6.14,0.0
20200827:1830,857.97,56.3,32.19,6.28,0.0
20200827:1930,596.35,49.73,32.56,6.69,0.0
20200827:2030,339.49,40.55,31.25,6.76,0.0
20200827:2130,399.44,30.05,30.14,5.66,0.0
20200827:2230,135.42,18.99,29.92,6.34,0.0
20200827:2330,24.19,7.8,29.29,5.1,0.0
20200828:0030,0.0,-3.46,28.62,4.97,0.0
20200828:0130,0.0,0.0,27.77,4.76,0.0
20200828:0230,0.0,0.0,27.15,4.14,0.0
20200828:0330,0.0,0.0,26.44,3.59,0.0
20200828:0430,0.0,0.0,25.85,3.03,0.0
20200828:0530,0.0,0.0,25.24,2.55,0.0
20200828:0630,0.0,0.0,24.77,2.41,0.0
20200828:0730,0.0,0.0,23.3,4.28,0.0
20200828:0830,0.0,0.0,23.01,2.9,0.0
20200828:0930,0.0,0.0,22.71,1.66,0.0
20200828:1030,0.0,0.0,22.47,1.24,0.0
20200828:1130,10.95,5.47,22.23,1.03,0.0
20200828:1230,99.77,16.64,22.06,1.17,0.0
20200828:1330,147.91,27.75,22.59,2.28,0.0
20200828:1430,263.84,38.38,23.17,4.0,0.0
20200828:1530,353.73,47.86,24.63,4.69,0.0
20200828:1630,444.95,55.02,25.87,5.17,0.0
20200828:1730,558.19,58.1,26.73,5.17,0.0
20200828:1830,738.42,55.95,27.9,5.31,0.0
20200828:1930,598.85,49.4,29.31,1.86,0.0
20200828:2030,336.43,40.24,28.54,3.17,0.0
20200828:2130,113.68,29.76,25.87,4.0,0.0
20200828:2230,93.15,18.7,25.63,4.07,0.0
20200828:2330,25.85,7.51,25.04,4.97,0.0
20200829:0030,0.0,-3.76,24.23,4.34,0.0
20200829:0130,0.0,0.0,23.67,4.48,0.0
20200829:0230,0.0,0.0,23.54,4.55,0.0
20200829:0330,0.0,0.0,23.6,4.76,0.0
20200829:0430,0.0,0.0,23.67,5.1,0.0
20200829:0530,0.0,0.0,23.66,5.72,0.0
20200829:0630,0.0,0.0,23.65,6.28,0.0
20200829:0730,0.0,0.0,23.21,5.52,0.0
20200829:0830,0.0,0.0,22.68,5.93,0.0
20200829:0930,0.0,0.0,22.42,5.31,0.0
20200829:1030,0.0,0.0,21.8,5.52,0.0
20200829:1130,14.29,5.29,21.68,5.31,0.0
20200829:1230,135.35,16.47,21.96,4.83,0.0
20200829:1330,360.49,27.57,22.01,5.86,0.0
20200829:1430,478.91,38.18,21.89,6.28,0.0
20200829:1530,567.58,47.62,22.1,6.55,0.0
20200829:1630,718.88,54.72,22.8,6.69,0.0
20200829:1730,870.22,57.75,23.89,6.83,0.0
