Latitude (decimal degrees):	41.662
Longitude (decimal degrees):	-83.612
Elevation (m):	181
Radiation database:	PVGIS-ERA5


Slope: 45 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200930:1830,160.85,186.23,9.12,43.14,19.12,9.86,0.0
20200930:1930,260.36,128.31,9.08,37.19,17.1,9.31,0.0
20200930:2030,175.51,99.74,6.52,28.79,16.6,9.59,0.0
20200930:2130,76.31,75.4,3.84,18.9,16.56,8.48,0.0
20200930:2230,62.52,32.5,2.02,8.16,15.79,8.21,0.0
20200930:2330,0.0,0.0,0.0,-2.97,15.21,7.1,0.0
20201001:0030,0.0,0.0,0.0,0.0,14.19,6.9,0.0
20201001:0130,0.0,0.0,0.0,0.0,13.04,6.0,0.0
20201001:0230,0.0,0.0,0.0,0.0,12.58,5.52,0.0
20201001:0330,0.0,0.0,0.0,0.0,12.02,5.17,0.0
20201001:0430,0.0,0.0,0.0,0.0,11.63,4.9,0.0
20201001:0530,0.0,0.0,0.0,0.0,11.44,4.62,0.0
20201001:0630,0.0,0.0,0.0,0.0,11.07,4.41,0.0
20201001:0730,0.0,0.0,0.0,0.0,10.54,4.07,0.0
20201001:0830,0.0,0.0,0.0,0.0,10.2,3.93,0.0
20201001:0930,0.0,0.0,0.0,0.0,9.9,3.79,0.0
20201001:1030,0.0,0.0,0.0,0.0,9.53,3.45,0.0
20201001:1130,0.0,0.0,0.0,-0.83,9.16,3.24,0.0
20201001:1230,137.18,51.74,3.75,10.24,8.9,3.1,0.0
20201001:1330,350.77,88.35,9.03,20.82,10.25,3.24,0.0
20201001:1430,534.49,114.33,13.57,30.43,12.32,3.79,0.0
20201001:1530,741.89,120.41,18.06,38.35,14.01,4.28,0.0
20201001:1630,706.38,187.17,19.12,43.62,15.17,4.83,0.0
20201001:1730,741.25,177.25,19.61,45.21,15.93,5.1,0.0
20201001:1830,717.57,166.45,18.81,42.75,16.49,5.38,0.0
20201001:1930,390.27,204.54,13.44,36.81,14.6,6.69,0.0
20201001:2030,275.12,148.35,9.59,28.44,14.15,5.86,0.0
20201001:2130,217.01,95.56,6.72,18.56,14.42,5.52,0.0
20201001:2230,54.01,34.6,1.9,7.84,13.93,5.52,0.0
20201001:2330,0.0,0.0,0.0,-3.29,12.98,4.83,0.0
20201002:0030,0.0,0.0,0.0,0.0,12.09,4.28,0.0
20201002:0130,0.0,0.0,0.0,0.0,11.52,4.14,0.0
20201002:0230,0.0,0.0,0.0,0.0,11.22,4.14,0.0
20201002:0330,0.0,0.0,0.0,0.0,11.04,4.0,0.0
20201002:0430,0.0,0.0,0.0,0.0,10.5,3.86,0.0
20201002:0530,0.0,0.0,0.0,0.0,9.92,4.0,0.0
20201002:0630,0.0,0.0,0.0,0.0,9.36,4.07,0.0
20201002:0730,0.0,0.0,0.0,0.0,8.56,3.93,0.0
20201002:0830,0.0,0.0,0.0,0.0,7.99,3.93,0.0
20201002:0930,0.0,0.0,0.0,0.0,7.4,3.52,0.0
20201002:1030,0.0,0.0,0.0,0.0,6.87,3.31,0.0
20201002:1130,0.0,0.0,0.0,-1.03,6.35,3.1,0.0
20201002:1230,135.95,51.69,3.65,10.03,6.08,3.1,0.0
20201002:1330,358.74,88.58,9.07,20.59,7.07,3.59,0.0
20201002:1430,574.85,109.64,14.11,30.16,8.47,3.86,0.0
20201002:1530,755.55,119.95,18.19,38.04,9.93,3.45,0.0
20201002:1630,865.83,125.94,20.68,43.26,11.4,3.24,0.0
20201002:1730,855.62,144.88,20.96,44.82,12.62,3.45,0.0
20201002:1830,230.47,218.36,11.21,42.35,13.62,4.55,0.0
20201002:1930,255.05,179.76,10.34,36.43,13.31,4.69,0.0
20201002:2030,168.62,156.31,7.97,28.08,13.17,4.48,0.0
20201002:2130,91.0,103.64,4.86,18.23,13.07,4.21,0.0
20201002:2230,27.72,33.76,1.5,7.51,12.8,3.45,0.0
20201002:2330,0.0,0.0,0.0,-3.61,12.21,2.14,0.0
20201003:0030,0.0,0.0,0.0,0.0,11.28,2.0,0.0
20201003:0130,0.0,0.0,0.0,0.0,10.42,2.21,0.0
20201003:0230,0.0,0.0,0.0,0.0,9.63,2.34,0.0
20201003:0330,0.0,0.0,0.0,0.0,8.89,2.41,0.0
20201003:0430,0.0,0.0,0.0,0.0,8.61,2.41,0.0
20201003:0530,0.0,0.0,0.0,0.0,8.27,2.41,0.0
20201003:0630,0.0,0.0,0.0,0.0,7.95,2.41,0.0
20201003:0730,0.0,0.0,0.0,0.0,7.5,2.28,0.0
20201003:0830,0.0,0.0,0.0,0.0,7.18,2.21,0.0
20201003:0930,0.0,0.0,0.0,0.0,6.79,2.21,0.0
20201003:1030,0.0,0.0,0.0,0.0,6.49,2.21,0.0
20201003:1130,0.0,0.0,0.0,-1.23,6.41,2.14,0.0
20201003:1230,50.57,51.77,2.4,9.82,6.38,1.93,0.0
20201003:1330,208.5,95.41,6.55,20.36,7.3,1.66,0.0
20201003:1430,360.3,150.36,11.06,29.9,9.03,1.72,0.0
20201003:1530,494.42,150.12,13.81,37.73,10.49,1.66,0.0
20201003:1630,551.51,142.76,14.88,42.9,11.6,1.03,0.0
20201003:1730,246.49,274.47,13.14,44.43,12.46,0.62,0.0
20201003:1830,416.13,299.44,16.49,41.96,12.89,0.62,0.0
20201003:1930,181.71,239.88,10.86,36.05,13.83,0.28,0.0
20201003:2030,60.43,137.62,5.65,27.73,13.79,0.83,0.0
20201003:2130,97.31,97.33,4.73,17.89,13.63,1.45,0.0
20201003:2230,38.24,31.67,1.53,7.19,13.61,1.86,0.0
20201003:2330,0.0,0.0,0.0,-3.92,12.93,2.41,0.0
20201004:0030,0.0,0.0,0.0,0.0,12.26,3.17,0.0
20201004:0130,0.0,0.0,0.0,0.0,11.89,3.45,0.0
20201004:0230,0.0,0.0,0.0,0.0,11.8,3.45,0.0
20201004:0330,0.0,0.0,0.0,0.0,11.73,3.31,0.0
20201004:0430,0.0,0.0,0.0,0.0,11.54,3.03,0.0
20201004:0530,0.0,0.0,0.0,0.0,11.35,2.83,0.0
20201004:0630,0.0,0.0,0.0,0.0,11.28,2.55,0.0
20201004:0730,0.0,0.0,0.0,0.0,11.27,2.34,0.0
20201004:0830,0.0,0.0,0.0,0.0,11.06,2.34,0.0
20201004:0930,0.0,0.0,0.0,0.0,10.86,2.34,0.0
20201004:1030,0.0,0.0,0.0,0.0,10.8,2.34,0.0
20201004:1130,0.0,0.0,0.0,-1.43,10.41,2.21,0.0
20201004:1230,2.29,37.12,1.3,9.61,10.49,1.86,0.0
20201004:1330,22.11,91.25,3.46,20.13,11.02,1.86,0.0
20201004:1430,19.0,102.13,3.82,29.63,11.44,2.34,0.0
20201004:1530,100.48,198.84,8.35,37.42,11.46,2.14,0.0
20201004:1630,46.74,160.48,6.29,42.54,11.99,2.14,0.0
20201004:1730,5.03,99.43,3.51,44.04,11.69,2.28,0.0
20201004:1830,109.4,190.39,8.28,41.57,11.39,2.28,0.0
20201004:1930,198.51,159.65,8.7,35.68,11.79,2.9,0.0
20201004:2030,74.84,100.02,4.65,27.37,12.5,3.24,0.0
20201004:2130,72.2,75.44,3.66,17.56,12.72,3.03,0.0
20201004:2230,10.49,25.13,0.98,6.87,12.92,2.97,0.0
20201004:2330,0.0,0.0,0.0,-4.24,12.66,2.62,0.0
20201005:0030,0.0,0.0,0.0,0.0,11.64,2.55,0.0
20201005:0130,0.0,0.0,0.0,0.0,10.87,2.55,0.0
20201005:0230,0.0,0.0,0.0,0.0,10.23,2.62,0.0
20201005:0330,0.0,0.0,0.0,0.0,9.32,2.83,0.0
20201005:0430,0.0,0.0,0.0,0.0,8.61,2.9,0.0
20201005:0530,0.0,0.0,0.0,0.0,7.95,2.83,0.0
20201005:0630,0.0,0.0,0.0,0.0,7.37,2.62,0.0
20201005:0730,0.0,0.0,0.0,0.0,6.65,2.76,0.0
20201005:0830,0.0,0.0,0.0,0.0,6.25,2.69,0.0
20201005:0930,0.0,0.0,0.0,0.0,5.93,2.62,0.0
20201005:1030,0.0,0.0,0.0,0.0,5.65,2.41,0.0
20201005:1130,0.0,0.0,0.0,-1.63,5.41,2.28,0.0
20201005:1230,126.33,52.69,3.32,9.4,5.21,2.07,0.0
20201005:1330,337.57,96.79,8.58,19.89,6.48,1.45,0.0
20201005:1430,567.84,116.27,13.76,29.36,8.62,1.03,0.0
20201005:1530,748.62,124.89,17.77,37.11,10.37,0.83,0.0
20201005:1630,862.91,126.25,20.22,42.19,11.79,1.03,0.0
20201005:1730,901.66,125.61,21.02,43.65,12.97,1.38,0.0
20201005:1830,783.57,149.16,19.17,41.18,13.93,2.0,0.0
20201005:1930,689.56,124.41,16.55,35.3,14.26,2.62,0.0
20201005:2030,482.47,122.94,12.22,27.02,14.8,3.38,0.0
20201005:2130,263.86,89.59,6.98,17.23,14.97,3.93,0.0
20201005:2230,79.63,36.12,2.04,6.55,14.66,3.93,0.0
20201005:2330,0.0,0.0,0.0,-4.55,13.48,3.17,0.0
20201006:0030,0.0,0.0,0.0,0.0,12.06,3.17,0.0
20201006:0130,0.0,0.0,0.0,0.0,11.16,3.45,0.0
20201006:0230,0.0,0.0,0.0,0.0,10.55,3.66,0.0
20201006:0330,0.0,0.0,0.0,0.0,10.14,4.0,0.0
20201006:0430,0.0,0.0,0.0,0.0,9.9,4.41,0.0
20201006:0530,0.0,0.0,0.0,0.0,9.78,4.62,0.0
20201006:0630,0.0,0.0,0.0,0.0,9.67,4.48,0.0
20201006:0730,0.0,0.0,0.0,0.0,9.47,4.55,0.0
20201006:0830,0.0,0.0,0.0,0.0,9.36,4.69,0.0
20201006:0930,0.0,0.0,0.0,0.0,9.36,4.9,0.0
20201006:1030,0.0,0.0,0.0,0.0,9.38,4.9,0.0
20201006:1130,0.0,0.0,0.0,-1.83,9.35,4.83,0.0
20201006:1230,128.84,48.36,3.18,9.19,9.36,4.83,0.0
20201006:1330,338.09,88.43,8.29,19.66,10.6,4.55,0.0
20201006:1430,480.01,135.19,12.51,29.09,12.5,5.66,0.0
20201006:1530,612.17,158.0,15.86,36.8,14.22,6.0,0.0
20201006:1630,781.53,145.28,18.96,41.83,16.17,6.14,0.0
20201006:1730,837.89,133.56,19.83,43.27,17.99,6.21,0.0
20201006:1830,799.17,128.12,18.86,40.79,19.41,6.28,0.0
20201006:1930,517.65,174.03,14.45,34.93,20.86,6.97,0.0
20201006:2030,237.7,174.3,9.33,26.67,21.19,6.62,0.0
20201006:2130,81.02,105.4,4.62,16.9,21.06,5.86,0.0
20201006:2230,61.44,35.43,1.77,6.24,20.38,4.83,0.0
20201006:2330,0.0,0.0,0.0,-4.86,19.05,4.21,0.0
20201007:0030,0.0,0.0,0.0,0.0,17.5,3.59,0.0
20201007:0130,0.0,0.0,0.0,0.0,16.37,3.52,0.0
20201007:0230,0.0,0.0,0.0,0.0,15.64,3.59,0.0
20201007:0330,0.0,0.0,0.0,0.0,15.27,4.0,0.0
20201007:0430,0.0,0.0,0.0,0.0,15.3,4.62,0.0
20201007:0530,0.0,0.0,0.0,0.0,15.55,5.17,0.0
20201007:0630,0.0,0.0,0.0,0.0,15.69,5.59,0.0
20201007:0730,0.0,0.0,0.0,0.0,15.16,5.86,0.0
20201007:0830,0.0,0.0,0.0,0.0,15.27,6.21,0.0
20201007:0930,0.0,0.0,0.0,0.0,15.41,6.55,0.0
20201007:1030,0.0,0.0,0.0,0.0,15.64,6.9,0.0
20201007:1130,0.0,0.0,0.0,-2.03,16.0,6.76,0.0
20201007:1230,110.16,48.24,2.87,8.97,16.23,6.41,0.0
20201007:1330,208.5,91.98,6.2,19.42,16.99,6.14,0.0
20201007:1430,429.26,117.19,11.09,28.82,18.07,5.52,0.0
20201007:1530,657.15,123.51,15.77,36.48,19.69,6.28,0.0
20201007:1630,826.98,125.62,19.25,41.47,21.2,6.76,0.0
20201007:1730,865.01,123.85,20.0,42.88,22.3,6.97,0.0
20201007:1830,819.64,123.11,19.01,40.4,22.8,7.45,0.0
20201007:1930,672.59,120.77,15.89,34.56,22.66,7.93,0.0
20201007:2030,467.49,118.26,11.62,26.33,22.14,7.66,0.0
20201007:2130,295.28,74.23,6.92,16.57,21.25,6.76,0.0
20201007:2230,91.82,31.62,1.93,5.93,19.97,5.66,0.0
20201007:2330,0.0,0.0,0.0,0.0,18.12,4.76,0.0
20201008:0030,0.0,0.0,0.0,0.0,16.39,4.21,0.0
20201008:0130,0.0,0.0,0.0,0.0,15.05,3.79,0.0
20201008:0230,0.0,0.0,0.0,0.0,13.94,3.52,0.0
20201008:0330,0.0,0.0,0.0,0.0,13.05,3.24,0.0
20201008:0430,0.0,0.0,0.0,0.0,12.29,2.97,0.0
20201008:0530,0.0,0.0,0.0,0.0,11.59,2.55,0.0
20201008:0630,0.0,0.0,0.0,0.0,10.93,2.07,0.0
20201008:0730,0.0,0.0,0.0,0.0,10.94,0.9,0.0
20201008:0830,0.0,0.0,0.0,0.0,11.17,0.62,0.0
20201008:0930,0.0,0.0,0.0,0.0,8.77,1.38,0.0
20201008:1030,0.0,0.0,0.0,0.0,7.64,1.79,0.0
20201008:1130,0.0,0.0,0.0,-2.23,7.32,1.93,0.0
20201008:1230,133.49,48.0,3.09,8.76,7.23,2.0,0.0
20201008:1330,345.5,85.64,8.15,19.18,9.29,1.45,0.0
20201008:1430,564.25,106.02,13.11,28.55,12.94,1.66,0.0
20201008:1530,742.6,118.09,17.11,36.17,15.35,2.21,0.0
20201008:1630,837.64,128.73,19.39,41.11,17.18,2.76,0.0
20201008:1730,878.16,128.17,20.21,42.5,18.43,3.03,0.0
20201008:1830,511.75,207.46,15.28,40.01,19.53,4.21,0.0
20201008:1930,451.73,179.41,13.24,34.19,19.85,4.07,0.0
20201008:2030,349.41,143.93,10.14,25.98,20.09,4.21,0.0
20201008:2130,269.69,78.6,6.51,16.25,19.93,3.93,0.0
20201008:2230,85.74,25.48,1.76,5.61,19.24,2.97,0.0
20201008:2330,0.0,0.0,0.0,0.0,17.5,2.55,0.0
20201009:0030,0.0,0.0,0.0,0.0,15.77,2.62,0.0
20201009:0130,0.0,0.0,0.0,0.0,14.46,2.62,0.0
20201009:0230,0.0,0.0,0.0,0.0,13.48,2.69,0.0
20201009:0330,0.0,0.0,0.0,0.0,12.63,2.62,0.0
20201009:0430,0.0,0.0,0.0,0.0,11.88,2.34,0.0
20201009:0530,0.0,0.0,0.0,0.0,11.1,2.14,0.0
20201009:0630,0.0,0.0,0.0,0.0,10.22,1.86,0.0
20201009:0730,0.0,0.0,0.0,0.0,9.35,1.52,0.0
20201009:0830,0.0,0.0,0.0,0.0,9.53,1.17,0.0
20201009:0930,0.0,0.0,0.0,0.0,9.28,1.24,0.0
20201009:1030,0.0,0.0,0.0,0.0,8.59,1.45,0.0
20201009:1130,0.0,0.0,0.0,-2.44,7.97,1.72,0.0
20201009:1230,131.25,46.42,2.96,8.54,7.75,2.07,0.0
20201009:1330,349.19,84.48,8.08,18.94,10.17,1.79,0.0
20201009:1430,564.57,104.81,12.97,28.28,14.05,2.34,0.0
20201009:1530,733.86,116.71,16.79,35.85,16.88,3.1,0.0
20201009:1630,837.39,123.06,19.13,40.75,19.63,3.93,0.0
20201009:1730,865.51,124.2,19.75,42.11,22.02,4.48,0.0
20201009:1830,810.43,120.2,18.5,39.63,23.8,5.17,0.0
20201009:1930,683.95,112.53,15.66,33.82,25.08,5.79,0.0
20201009:2030,500.4,97.93,11.49,25.64,25.53,6.07,0.0
20201009:2130,280.08,73.58,6.46,15.92,25.35,5.93,0.0
20201009:2230,74.02,25.08,1.57,5.3,24.28,5.52,0.0
20201009:2330,0.0,0.0,0.0,0.0,22.65,5.52,0.0
20201010:0030,0.0,0.0,0.0,0.0,21.76,6.0,0.0
20201010:0130,0.0,0.0,0.0,0.0,21.22,6.34,0.0
20201010:0230,0.0,0.0,0.0,0.0,20.89,6.41,0.0
20201010:0330,0.0,0.0,0.0,0.0,20.77,6.55,0.0
20201010:0430,0.0,0.0,0.0,0.0,20.72,6.62,0.0
20201010:0530,0.0,0.0,0.0,0.0,20.51,6.34,0.0
20201010:0630,0.0,0.0,0.0,0.0,20.16,6.28,0.0
20201010:0730,0.0,0.0,0.0,0.0,19.45,6.14,0.0
20201010:0830,0.0,0.0,0.0,0.0,18.95,6.07,0.0
20201010:0930,0.0,0.0,0.0,0.0,18.38,5.86,0.0
20201010:1030,0.0,0.0,0.0,0.0,17.88,6.0,0.0
20201010:1130,0.0,0.0,0.0,-2.64,17.52,6.07,0.0
20201010:1230,115.31,46.5,2.71,8.33,17.29,6.0,0.0
20201010:1330,309.45,93.05,7.56,18.7,18.12,5.79,0.0
20201010:1430,516.6,116.43,12.28,28.0,19.67,6.55,0.0
20201010:1530,667.19,137.18,15.92,35.53,21.4,7.03,0.0
20201010:1630,720.7,164.86,17.8,40.4,23.01,6.97,0.0
20201010:1730,739.65,166.14,18.24,41.73,24.29,6.83,0.0
20201010:1830,63.38,217.41,8.35,39.24,25.68,7.31,0.0
20201010:1930,99.46,163.3,7.05,33.46,25.51,5.66,0.0
20201010:2030,154.25,123.11,6.41,25.3,25.02,5.52,0.0
20201010:2130,93.53,69.09,3.57,15.6,24.91,4.48,0.0
20201010:2230,23.85,19.37,0.88,5.0,24.28,3.03,0.0
20201010:2330,0.0,0.0,0.0,0.0,22.84,2.48,0.0
20201011:0030,0.0,0.0,0.0,0.0,21.44,2.41,0.0
20201011:0130,0.0,0.0,0.0,0.0,20.56,2.34,0.0
20201011:0230,0.0,0.0,0.0,0.0,19.02,4.9,0.0
20201011:0330,0.0,0.0,0.0,0.0,16.16,6.21,0.0
20201011:0430,0.0,0.0,0.0,0.0,14.96,5.86,0.0
20201011:0530,0.0,0.0,0.0,0.0,14.62,5.38,0.0
20201011:0630,0.0,0.0,0.0,0.0,14.49,5.66,0.0
20201011:0730,0.0,0.0,0.0,0.0,14.39,5.52,0.0
20201011:0830,0.0,0.0,0.0,0.0,14.23,5.03,0.0
20201011:0930,0.0,0.0,0.0,0.0,14.11,4.62,0.0
20201011:1030,0.0,0.0,0.0,0.0,14.19,4.55,0.0
20201011:1130,0.0,0.0,0.0,-2.85,14.17,4.34,0.0
20201011:1230,16.1,30.85,1.21,8.11,14.4,4.41,0.0
20201011:1330,108.55,86.68,4.39,18.46,14.76,5.31,0.0
20201011:1430,143.66,177.99,7.94,27.73,15.26,6.0,0.0
20201011:1530,144.18,225.33,9.63,35.22,15.91,6.34,0.0
20201011:1630,282.3,232.72,12.04,40.04,16.28,6.34,0.0
20201011:1730,496.07,241.18,15.72,41.35,16.65,6.28,0.0
20201011:1830,440.61,206.66,13.8,38.86,17.26,6.28,0.0
20201011:1930,486.14,169.82,13.29,33.1,17.21,6.21,0.0
20201011:2030,223.18,138.13,7.8,24.96,17.08,6.41,0.0
20201011:2130,132.06,80.07,4.35,15.28,16.25,6.28,0.0
20201011:2230,8.07,17.78,0.68,4.69,15.37,5.86,0.0
20201011:2330,0.0,0.0,0.0,0.0,14.5,5.1,0.0
20201012:0030,0.0,0.0,0.0,0.0,14.14,4.97,0.0
20201012:0130,0.0,0.0,0.0,0.0,13.93,4.76,0.0
20201012:0230,0.0,0.0,0.0,0.0,13.83,4.55,0.0
20201012:0330,0.0,0.0,0.0,0.0,13.89,4.48,0.0
20201012:0430,0.0,0.0,0.0,0.0,13.98,4.14,0.0
20201012:0530,0.0,0.0,0.0,0.0,14.11,3.72,0.0
20201012:0630,0.0,0.0,0.0,0.0,14.18,3.31,0.0
20201012:0730,0.0,0.0,0.0,0.0,13.47,3.31,0.0
20201012:0830,0.0,0.0,0.0,0.0,13.34,2.97,0.0
20201012:0930,0.0,0.0,0.0,0.0,13.16,2.76,0.0
20201012:1030,0.0,0.0,0.0,0.0,13.27,2.76,0.0
20201012:1130,0.0,0.0,0.0,-3.05,13.58,2.83,0.0
20201012:1230,66.55,44.09,2.05,7.89,14.07,2.97,0.0
20201012:1330,83.08,116.96,4.93,18.22,15.67,2.97,0.0
20201012:1430,98.26,170.45,7.08,27.45,17.61,5.17,0.0
20201012:1530,179.91,238.05,10.47,34.9,19.2,5.17,0.0
20201012:1630,126.96,238.13,9.88,39.68,21.02,5.38,0.0
20201012:1730,90.53,185.22,7.7,40.97,22.3,5.52,0.0
20201012:1830,98.07,168.2,7.23,38.48,22.83,5.38,0.0
20201012:1930,55.04,157.87,6.19,32.74,23.11,5.45,0.0
20201012:2030,7.88,85.86,3.06,24.62,23.3,6.0,0.0
20201012:2130,24.07,52.64,2.11,14.97,22.8,5.45,0.0
20201012:2230,1.16,12.21,0.43,4.39,22.46,5.17,0.0
20201012:2330,0.0,0.0,0.0,0.0,21.91,4.9,0.0
20201013:0030,0.0,0.0,0.0,0.0,21.17,5.03,0.0
20201013:0130,0.0,0.0,0.0,0.0,18.85,6.21,0.0
20201013:0230,0.0,0.0,0.0,0.0,14.63,8.0,0.0
20201013:0330,0.0,0.0,0.0,0.0,12.65,6.55,0.0
20201013:0430,0.0,0.0,0.0,0.0,12.19,6.21,0.0
20201013:0530,0.0,0.0,0.0,0.0,11.88,6.14,0.0
20201013:0630,0.0,0.0,0.0,0.0,11.29,5.31,0.0
20201013:0730,0.0,0.0,0.0,0.0,10.84,4.41,0.0
20201013:0830,0.0,0.0,0.0,0.0,10.32,3.45,0.0
20201013:0930,0.0,0.0,0.0,0.0,9.75,2.9,0.0
20201013:1030,0.0,0.0,0.0,0.0,9.27,2.69,0.0
20201013:1130,0.0,0.0,0.0,-3.26,8.87,2.76,0.0
20201013:1230,136.22,46.28,2.73,7.67,8.57,2.69,0.0
20201013:1330,364.04,86.98,7.96,17.98,9.75,2.55,0.0
20201013:1430,586.42,107.8,12.94,27.18,12.21,2.83,0.0
20201013:1530,758.86,119.32,16.79,34.59,14.62,2.76,0.0
20201013:1630,859.82,125.9,19.08,39.33,16.66,2.97,0.0
20201013:1730,886.39,126.28,19.65,40.59,17.88,3.45,0.0
20201013:1830,751.91,158.89,17.78,38.11,18.72,4.0,0.0
20201013:1930,694.28,114.84,15.39,32.38,19.19,4.48,0.0
20201013:2030,508.19,97.66,11.14,24.29,19.42,5.1,0.0
20201013:2130,276.39,73.72,6.0,14.66,19.3,4.97,0.0
20201013:2230,80.1,19.94,1.27,4.1,18.55,4.21,0.0
20201013:2330,0.0,0.0,0.0,0.0,16.93,3.93,0.0
20201014:0030,0.0,0.0,0.0,0.0,15.72,4.07,0.0
20201014:0130,0.0,0.0,0.0,0.0,15.32,4.41,0.0
20201014:0230,0.0,0.0,0.0,0.0,14.82,4.9,0.0
20201014:0330,0.0,0.0,0.0,0.0,14.56,5.38,0.0
20201014:0430,0.0,0.0,0.0,0.0,14.63,5.45,0.0
20201014:0530,0.0,0.0,0.0,0.0,13.99,4.55,0.0
20201014:0630,0.0,0.0,0.0,0.0,12.94,3.66,0.0
20201014:0730,0.0,0.0,0.0,0.0,11.7,3.45,0.0
20201014:0830,0.0,0.0,0.0,0.0,10.78,2.97,0.0
20201014:0930,0.0,0.0,0.0,0.0,9.94,2.76,0.0
20201014:1030,0.0,0.0,0.0,0.0,9.29,2.28,0.0
20201014:1130,0.0,0.0,0.0,-3.47,8.66,2.21,0.0
20201014:1230,29.04,52.43,1.94,7.45,8.21,2.0,0.0
20201014:1330,154.73,131.64,6.1,17.73,8.96,1.38,0.0
20201014:1430,177.0,209.79,9.17,26.9,11.86,1.17,0.0
20201014:1530,133.4,255.68,10.32,34.27,13.94,1.79,0.0
20201014:1630,122.79,300.16,11.71,38.98,15.23,2.97,0.0
20201014:1730,164.84,300.63,12.29,40.22,16.37,3.79,0.0
20201014:1830,28.12,217.26,7.82,37.73,17.4,4.28,0.0
20201014:1930,92.75,211.03,8.37,32.02,17.12,4.76,0.0
20201014:2030,268.48,158.39,8.78,23.96,17.91,5.31,0.0
20201014:2130,121.24,100.78,4.61,14.35,18.63,5.79,0.0
20201014:2230,67.98,20.32,1.14,3.8,18.46,5.93,0.0
20201014:2330,0.0,0.0,0.0,0.0,17.96,6.97,0.0
20201015:0030,0.0,0.0,0.0,0.0,18.35,7.93,0.0
20201015:0130,0.0,0.0,0.0,0.0,18.81,8.69,0.0
20201015:0230,0.0,0.0,0.0,0.0,19.11,8.48,0.0
20201015:0330,0.0,0.0,0.0,0.0,19.61,8.48,0.0
20201015:0430,0.0,0.0,0.0,0.0,19.65,8.41,0.0
20201015:0530,0.0,0.0,0.0,0.0,19.43,8.28,0.0
20201015:0630,0.0,0.0,0.0,0.0,19.43,7.93,0.0
20201015:0730,0.0,0.0,0.0,0.0,19.23,7.52,0.0
20201015:0830,0.0,0.0,0.0,0.0,17.98,6.14,0.0
20201015:0930,0.0,0.0,0.0,0.0,16.99,4.76,0.0
20201015:1030,0.0,0.0,0.0,0.0,16.65,4.76,0.0
20201015:1130,0.0,0.0,0.0,-3.68,16.41,5.17,0.0
20201015:1230,0.73,13.52,0.47,7.23,16.22,5.45,0.0
20201015:1330,11.15,48.08,1.8,17.49,15.61,5.66,0.0
20201015:1430,11.28,72.75,2.67,26.62,14.83,5.79,0.0
20201015:1530,6.74,81.34,2.9,33.95,13.71,5.93,0.0
20201015:1630,14.26,109.42,3.98,38.62,12.59,5.79,0.0
20201015:1730,17.01,94.84,3.54,39.84,12.02,5.93,0.0
20201015:1830,20.97,82.95,3.19,37.36,11.63,5.31,0.0
20201015:1930,3.76,72.62,2.55,31.67,11.68,5.66,0.0
20201015:2030,0.0,49.5,1.7,23.63,11.4,4.55,0.0
20201015:2130,0.0,26.01,0.89,14.04,11.22,3.93,0.0
20201015:2230,0.0,7.08,0.24,3.51,10.87,4.21,0.0
20201015:2330,0.0,0.0,0.0,0.0,10.38,3.93,0.0
20201016:0030,0.0,0.0,0.0,0.0,10.0,3.72,0.0
20201016:0130,0.0,0.0,0.0,0.0,9.72,3.66,0.0
20201016:0230,0.0,0.0,0.0,0.0,9.36,3.59,0.0
20201016:0330,0.0,0.0,0.0,0.0,8.82,3.52,0.0
20201016:0430,0.0,0.0,0.0,0.0,8.03,3.38,0.0
20201016:0530,0.0,0.0,0.0,0.0,7.37,3.24,0.0
20201016:0630,0.0,0.0,0.0,0.0,6.74,3.17,0.0
20201016:0730,0.0,0.0,0.0,0.0,6.18,2.9,0.0
20201016:0830,0.0,0.0,0.0,0.0,5.73,2.69,0.0
20201016:0930,0.0,0.0,0.0,0.0,5.23,2.28,0.0
20201016:1030,0.0,0.0,0.0,0.0,4.73,2.14,0.0
20201016:1130,0.0,0.0,0.0,-3.88,4.18,2.28,0.0
20201016:1230,133.05,44.9,2.46,7.01,3.84,2.41,0.0
20201016:1330,360.4,88.51,7.63,17.24,4.96,2.34,0.0
20201016:1430,584.35,110.5,12.6,26.34,7.45,3.1,0.0
20201016:1530,769.82,119.99,16.61,33.64,9.41,4.14,0.0
20201016:1630,875.45,124.52,18.93,38.27,10.6,4.62,0.0
20201016:1730,894.78,129.76,19.47,39.47,11.57,4.83,0.0
20201016:1830,813.27,135.86,17.97,36.99,12.24,5.03,0.0
20201016:1930,670.6,134.34,15.02,31.32,12.65,5.03,0.0
20201016:2030,419.2,115.67,9.79,23.3,12.95,5.24,0.0
20201016:2130,165.09,83.49,4.54,13.74,12.84,5.17,0.0
20201016:2230,56.21,18.57,0.93,3.22,12.3,4.07,0.0
20201016:2330,0.0,0.0,0.0,0.0,11.11,3.17,0.0
20201017:0030,0.0,0.0,0.0,0.0,10.0,2.9,0.0
20201017:0130,0.0,0.0,0.0,0.0,8.96,3.1,0.0
20201017:0230,0.0,0.0,0.0,0.0,8.23,3.24,0.0
20201017:0330,0.0,0.0,0.0,0.0,7.59,3.45,0.0
20201017:0430,0.0,0.0,0.0,0.0,7.19,3.72,0.0
